Attenuation,Zero degree level(m),Rain height(km),R (mm/hr)
0.014739229,55.006714,0.415006714,0.1
0.030992302,70.71042,0.43071042,0.2
0.082037338,88.573044,0.448573044,0.5
0.115342721,87.854034,0.447854034,0.7
0.098759698,88.573044,0.448573044,0.6
0.055091737,146.78111,0.50678111,0.3
0.058428134,177.53072,0.53753072,0.3
0.041713017,219.95412,0.57995412,0.2
0.062724003,217.13048,0.57713048,0.3
0.081933878,202.49883,0.56249883,0.4
0.060441347,196.08772,0.55608772,0.3
0.057706689,170.88116,0.53088116,0.3
0,164.327,0.524327,0
0,135.0549,0.4950549,0
0.014901514,59.580444,0.419580444,0.1
0.029160263,45.21666,0.40521666,0.2
0.060842476,57.443375,0.417443375,0.4
0.088729968,42.914627,0.402914627,0.6
0.085694912,29.101608,0.389101608,0.6
0.069062123,17.486923,0.377486923,0.5
0.052673364,1.2982225,0.361298223,0.4
0.025910324,0,0.36,0.2
0.025910324,0,0.36,0.2
0,0,0.36,0
0,0,0.36,0
0.025910324,0,0.36,0.2
0,0,0.36,0
0,0,0.36,0
0,0.7389882,0.360738988,0
0,18.665314,0.378665314,0
0.014918345,60.054825,0.420054825,0.1
0.030226594,60.054825,0.420054825,0.2
0,95.568634,0.455568634,0
0,115.89511,0.47589511,0
0,115.800415,0.475800415,0
0.032629582,93.49664,0.45349664,0.2
0,58.71666,0.41871666,0
0,3.2954874,0.363295487,0
0,2.5764723,0.362576472,0
0,1.2982225,0.361298223,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0.012787287,0,0.36,0.1
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0.012787287,0,0.36,0.1
0,0,0.36,0
0,0,0.36,0
0,16.887756,0.376887756,0
0,44.57753,0.40457753,0
0.015485094,76.02832,0.43602832,0.1
0,95.568634,0.455568634,0
0,114.63684,0.47463684,0
0,112.5397,0.4725397,0
0,90.37575,0.45037575,0
0,88.698044,0.448698044,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0.012787287,0,0.36,0.1
0.025910324,0,0.36,0.2
0.025910324,0,0.36,0.2
0.025910324,0,0.36,0.2
0.012787287,0,0.36,0.1
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,1.2982225,0.361298223,0
0,17.486923,0.377486923,0
0,0.7389882,0.360738988,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0.012787287,0,0.36,0.1
0.039157722,0,0.36,0.3
0.052484433,0,0.36,0.4
0.052484433,0,0.36,0.4
0.065869148,0,0.36,0.5
0.065869148,0,0.36,0.5
0.065869148,0,0.36,0.5
0.039157722,0,0.36,0.3
0.025910324,0,0.36,0.2
0.025910324,0,0.36,0.2
0.012787287,0,0.36,0.1
0,0,0.36,0
0,0,0.36,0
0,41.756226,0.401756226,0
0,74.0858,0.4340858,0
0,112.18985,0.47218985,0
0.016885815,115.51047,0.47551047,0.1
0.016841703,114.267,0.474267,0.1
0,113.20845,0.47320845,0
0,92.20807,0.45220807,0
0.032462375,91.169495,0.451169495,0.2
0.075911429,55.006714,0.415006714,0.5
0.052484433,0,0.36,0.4
0.039157722,0,0.36,0.3
0.025910324,0,0.36,0.2
0.025910324,0,0.36,0.2
0.025910324,0,0.36,0.2
0.012787287,0,0.36,0.1
0.025910324,0,0.36,0.2
0.012787287,0,0.36,0.1
0.012787287,0,0.36,0.1
0.012787287,0,0.36,0.1
0.012787287,0,0.36,0.1
0.012787287,0,0.36,0.1
0.025910324,0,0.36,0.2
0.012787287,0,0.36,0.1
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,16.887756,0.376887756,0
0,41.13707,0.40113707,0
0,41.13707,0.40113707,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,55.660843,0.415660843,0
0,95.988525,0.455988525,0
0,127.8125,0.4878125,0
0,173.16997,0.53316997,0
0,256.9934,0.6169934,0
0,293.85962,0.65385962,0
0,294.4541,0.6544541,0
0.023233381,294.489,0.654489,0.1
0.044687576,261.37988,0.62137988,0.2
0.06749996,261.16504,0.62116504,0.3
0.067502131,261.18506,0.62118506,0.3
0.042500533,230.92093,0.59092093,0.2
0.042418078,229.77266,0.58977266,0.2
0.041162749,212.29147,0.57229147,0.2
0.039245764,185.59877,0.54559877,0.2
0.094670848,157.82327,0.51782327,0.5
0.07544,157.82327,0.51782327,0.4
0.076125227,162.53682,0.52253682,0.4
0.090482021,261.32495,0.62132495,0.4
0.086720039,235.4335,0.5954335,0.4
0.084981203,223.46744,0.58346744,0.4
0.087866978,243.32678,0.60332678,0.4
0.067221426,258.59668,0.61859668,0.3
0.047823887,305.06567,0.66506567,0.2
0,341.80396,0.70180396,0
0,384.42554,0.74442554,0
0,380.8545,0.7408545,0
0,370.47998,0.73047998,0
0,330.03955,0.69003955,0
0,330.03955,0.69003955,0
0,320.2749,0.6802749,0
0,279.1731,0.6391731,0
0,254.14088,0.61414088,0
0,233.60649,0.59360649,0
0,202.89217,0.56289217,0
0,198.17665,0.55817665,0
0,169.10812,0.52910812,0
0,139.5997,0.4995997,0
0,117.20366,0.47720366,0
0,115.94539,0.47594539,0
0,95.638885,0.455638885,0
0,77.03212,0.43703212,0
0,204.39493,0.56439493,0
0,204.3049,0.5643049,0
0,177.53746,0.53753746,0
0,214.05049,0.57405049,0
0,229.49289,0.58949289,0
0,373.02295,0.73302295,0
0,482.021,0.842021,0
0,503.9519,0.8639519,0
0,510.48218,0.87048218,0
0,488.17065,0.84817065,0
0,474.6775,0.8346775,0
0,457.30396,0.81730396,0
0,372.10376,0.73210376,0
0,294.9961,0.6549961,0
0,277.88403,0.63788403,0
0,274.39844,0.63439844,0
0,234.40202,0.59440202,0
0,234.13205,0.59413205,0
0,204.44986,0.56444986,0
0,155.01631,0.51501631,0
0,9.287284,0.369287284,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0.7389882,0.360738988,0
0,57.128983,0.417128983,0
0,131.60031,0.49160031,0
0,206.62373,0.56662373,0
0,299.7202,0.6597202,0
0,357.75,0.71775,0
0,455.58667,0.81558667,0
0,472.02368,0.83202368,0
0,471.8086,0.8318086,0
0,464.88477,0.82488477,0
0,448.2207,0.8082207,0
0,276.2461,0.6362461,0
0,272.83032,0.63283032,0
0,242.13641,0.60213641,0
0,211.13106,0.57113106,0
0,177.66246,0.53766246,0
0,152.79984,0.51279984,0
0,111.351,0.471351,0
0,5.8919325,0.365891933,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0.7389882,0.360738988,0
0,29.121567,0.389121567,0
0,57.857834,0.417857834,0
0,113.76837,0.47376837,0
0,192.24068,0.55224068,0
0,295.18018,0.65518018,0
0,361.78784,0.72178784,0
0,418.26807,0.77826807,0
0,426.73877,0.78673877,0
0,426.6338,0.7866338,0
0,420.20557,0.78020557,0
0,410.18945,0.77018945,0
0,408.12598,0.76812598,0
0,390.05444,0.75005444,0
0,359.92358,0.71992358,0
0,336.8401,0.6968401,0
0,332.17188,0.69217188,0
0,313.96802,0.67396802,0
0,312.15527,0.67215527,0
0,311.95532,0.67195532,0
0,313.38818,0.67338818,0
0,309.74805,0.66974805,0
0,307.9004,0.6679004,0
0,303.57007,0.66357007,0
0,192.7495,0.5527495,0
0,220.61368,0.58061368,0
0,255.22269,0.61522269,0
0,320.51416,0.68051416,0
0,429.96094,0.78996094,0
0,479.0713,0.8390713,0
0,544.8911,0.9048911,0
0,610.1985,0.9701985,0
0,613.29443,0.97329443,0
0,606.80493,0.96680493,0
0,603.47876,0.96347876,0
0,584.3264,0.9443264,0
0,493.0056,0.8530056,0
0.028250492,436.01587,0.79601587,0.1
0.02652808,387.42285,0.74742285,0.1
0.025762331,365.8213,0.7258213,0.1
0.023776219,309.79932,0.66979932,0.1
0.022387229,270.62524,0.63062524,0.1
0,214.60966,0.57460966,0
0,176.38608,0.53638608,0
0,125.118835,0.485118835,0
0,103.42702,0.46342702,0
0,85.29753,0.44529753,0
0,0,0.36,0
0,55.660843,0.415660843,0
0,72.25348,0.43225348,0
0,128.42465,0.48842465,0
0,168.96902,0.52896902,0
0,202.72821,0.56272821,0
0,243.00519,0.60300519,0
0,251.1234,0.6111234,0
0,290.5254,0.6505254,0
0,257.2849,0.6172849,0
0,235.74715,0.59574715,0
0,150.94774,0.51094774,0
0,106.7225,0.4667225,0
0,56.284958,0.416284958,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0.7389882,0.360738988,0
0,16.887756,0.376887756,0
0,29.101608,0.389101608,0
0,41.756226,0.401756226,0
0,42.415314,0.402415314,0
0,28.502426,0.388502426,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0.012787287,0,0.36,0.1
0.025910324,0,0.36,0.2
0.025910324,0,0.36,0.2
0.012787287,0,0.36,0.1
0,0,0.36,0
0.012787287,0,0.36,0.1
0.025910324,0,0.36,0.2
0.012787287,0,0.36,0.1
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0.012787287,0,0.36,0.1
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,1.2982225,0.361298223,0
0,59.98506,0.41998506,0
0,124.86003,0.48486003,0
0,182.31046,0.54231046,0
0,189.25919,0.54925919,0
0,186.30182,0.54630182,0
0,166.13171,0.52613171,0
0,157.1043,0.5171043,0
0,109.44394,0.46944394,0
0,91.31447,0.45131447,0
0,73.766235,0.433766235,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0.7389882,0.360738988,0
0,57.128983,0.417128983,0
0,138.75453,0.49875453,0
0,242.31883,0.60231883,0
0,297.25757,0.65725757,0
0,396.636,0.756636,0
0,400.49805,0.76049805,0
0.025627948,362.03052,0.72203052,0.1
0.047588862,301.79175,0.66179175,0.2
0.04335756,242.85631,0.60285631,0.2
0,176.87408,0.53687408,0
0,154.5781,0.5145781,0
0,157.30421,0.51730421,0
0,157.30421,0.51730421,0
0,165.09355,0.52509355,0
0,190.0908,0.5500908,0
0,191.68863,0.55168863,0
0,165.09355,0.52509355,0
0,155.82623,0.51582623,0
0,155.82623,0.51582623,0
0,155.82623,0.51582623,0
0,154.48807,0.51448807,0
0,155.82623,0.51582623,0
0,162.00978,0.52200978,0
0,180.13208,0.54013208,0
0,265.13696,0.62513696,0
0,354.65967,0.71465967,0
0,413.09546,0.77309546,0
0,466.17822,0.82617822,0
0,479.04126,0.83904126,0
0,486.72998,0.84672998,0
0,488.29248,0.84829248,0
0,475.2776,0.8352776,0
0,421.4895,0.7814895,0
0,323.60376,0.68360376,0
0,247.19373,0.60719373,0
0,211.98567,0.57198567,0
0,181.44003,0.54144003,0
0,176.87408,0.53687408,0
0,153.31981,0.51331981,0
0,131.66539,0.49166539,0
0,130.42192,0.49042192,0
0,90.50075,0.45050075,0
0,89.64192,0.44964192,0
0,89.62195,0.44962195,0
0,71.514496,0.431514496,0
0,72.358505,0.432358505,0
0,89.76692,0.44976692,0
0,142.3732,0.5023732,0
0,227.02406,0.58702406,0
0,903.7993,1.2637993,0
0,1049.4751,1.4094751,0
0,1116.8835,1.4768835,0
0,1110.2695,1.4702695,0
0,1093.1636,1.4531636,0
0,1086.5566,1.4465566,0
0,1130.0623,1.4900623,0
0,1187.7002,1.5477002,0
0,1213.5583,1.5735583,0
0,1251.1763,1.6111763,0
0,1338.4556,1.6984556,0
0,1258.5476,1.6185476,0
0,1366.2554,1.7262554,0
0,1348.3523,1.7083523,0
0,1300.6284,1.6606284,0
0,1305.0217,1.6650217,0
0,1232.1838,1.5921838,0
0,1231.679,1.591679,0
0,1319.0344,1.6790344,0
0,1315.4204,1.6754204,0
0,1264.9177,1.6249177,0
0,1247.8948,1.6078948,0
0,1243.811,1.603811,0
0,1293.5352,1.6535352,0
0,1372.396,1.732396,0
0,1455.0088,1.8150088,0
0,1465.0962,1.8250962,0
0,1499.7725,1.8597725,0
0,1318.5393,1.6785393,0
0,1318.0442,1.6780442,0
0,1309.8547,1.6698547,0
0,1495.6223,1.8556223,0
0,1108.2332,1.4682332,0
0,1495.7952,1.8557952,0
0,1539.6106,1.8996106,0
0,1686.2039,2.0462039,0
0,1743.4839,2.1034839,0
0,1742.0139,2.1020139,0
0,1747.3755,2.1073755,0
0,1839.4719,2.1994719,0
0,1816.5261,2.1765261,0
0,1816.791,2.176791,0
0,1840.042,2.200042,0
0,1840.3821,2.2003821,0
0,1289.1084,1.6491084,0
0,1839.8071,2.1998071,0
0,1842.1921,2.2021921,0
0,1844.1523,2.2041523,0
0,1846.1472,2.2061472,0
0,1847.4873,2.2074873,0
0,1864.5449,2.2245449,0
0,1865.8247,2.2258247,0
0,1867.0496,2.2270496,0
0,1851.6917,2.2116917,0
0,1851.7917,2.2117917,0
0,1851.532,2.211532,0
0,1820.0327,2.1800327,0
0,1747.0337,2.1070337,0
0,1733.0251,2.0930251,0
0,1711.8044,2.0718044,0
0,1692.5991,2.0525991,0
0,1693.134,2.053134,0
0,1692.7341,2.0527341,0
0,1691.9641,2.0519641,0
0,1691.2542,2.0512542,0
0,1691.084,2.051084,0
0,1691.689,2.051689,0
0,1692.239,2.052239,0
0,1563.315,1.923315,0
0,1657.7393,2.0177393,0
0,1659.7192,2.0197192,0
0,1697.2039,2.0572039,0
0,1700.1538,2.0601538,0
0,1702.6587,2.0626587,0
0,1724.5789,2.0845789,0
0,1741.1074,2.1011074,0
0,1742.2373,2.1022373,0
0,1748.5188,2.1085188,0
0,1770.7849,2.1307849,0
0,1770.425,2.130425,0
0,1767.5051,2.1275051,0
0,1860.0918,2.2200918,0
0,1860.2817,2.2202817,0
0,1876.5049,2.2365049,0
0,1876.45,2.23645,0
0,1876.5398,2.2365398,0
0,1901.2065,2.2612065,0
0,1901.2065,2.2612065,0
0,1901.2766,2.2612766,0
0,1908.0977,2.2680977,0
0,1912.8413,2.2728413,0
0,1888.9448,2.2489448,0
0,1861.242,2.221242,0
0,1878.9048,2.2389048,0
0,1881.3896,2.2413896,0
0,1884.3745,2.2443745,0
0,2037.4197,2.3974197,0
0,2039.7644,2.3997644,0
0,2041.2695,2.4012695,0
0,2042.2744,2.4022744,0
0,2059.8462,2.4198462,0
0,2060.1313,2.4201313,0
0,2059.9512,2.4199512,0
0,2108.716,2.468716,0
0,2057.3313,2.4173313,0
0,2106.256,2.466256,0
0,2218.3223,2.5783223,0
0,2218.8374,2.5788374,0
0,2236.2935,2.5962935,0
0,2217.2822,2.5772822,0
0,2109.8748,2.4698748,0
0,2215.1921,2.5751921,0
0,2213.8572,2.5738572,0
0,2212.8572,2.5728572,0
0,2212.6223,2.5726223,0
0,2212.2124,2.5722124,0
0,2105.1448,2.4651448,0
0,2105.665,2.465665,0
0,2113.5354,2.4735354,0
0,2114.2751,2.4742751,0
0,2103.746,2.463746,0
0,2039.8442,2.3998442,0
0,2040.2942,2.4002942,0
0,2040.084,2.400084,0
0,2039.9541,2.3999541,0
0,2057.5562,2.4175562,0
0,2057.666,2.417666,0
0,2083.1584,2.4431584,0
0,2058.3762,2.4183762,0
0,2084.3186,2.4443186,0
0,2102.9597,2.4629597,0
0,2125.0022,2.4850022,0
0,2223.6594,2.5836594,0
0,2227.533,2.587533,0
0,2261.6267,2.6216267,0
0,2260.8616,2.6208616,0
0,2283.7651,2.6437651,0
0,2282.0051,2.6420051,0
0,2280.19,2.64019,0
0,2278.83,2.63883,0
0,2299.0454,2.6590454,0
0,2403.2576,2.7632576,0
0,2432.2415,2.7922415,0
0,2445.2295,2.8052295,0
0,2465.734,2.825734,0
0,2444.9092,2.8049092,0
0,2444.4343,2.8044343,0
0,2450.437,2.810437,0
0,2423.8247,2.7838247,0
0,2396.54,2.75654,0
0,2369.4917,2.7294917,0
0,2210.6921,2.5706921,0
0,2228.9028,2.5889028,0
0,2222.1077,2.5821077,0
0,2096.2646,2.4562646,0
0,2077.2134,2.4372134,0
0,2050.596,2.410596,0
0,2049.8262,2.4098262,0
0,2049.5913,2.4095913,0
0,2031.7993,2.3917993,0
0,2030.4392,2.3904392,0
0,1885.2632,2.2452632,0
0,1884.8333,2.2448333,0
0,1879.8442,2.2398442,0
0,1733.4978,2.0934978,0
0,1723.3567,2.0833567,0
0,1723.6865,2.0836865,0
0,1723.6213,2.0836213,0
0,1724.0664,2.0840664,0
0,1723.5713,2.0835713,0
0,1704.6072,2.0646072,0
0,1704.3972,2.0643972,0
0,1668.4888,2.0284888,0
0,1708.333,2.068333,0
0,1731.2737,2.0912737,0
0,1752.5337,2.1125337,0
0,1737.4333,2.0974333,0
0,1761.3926,2.1213926,0
0,1871.021,2.231021,0
0,1871.176,2.231176,0
0,1887.2642,2.2472642,0
0,1887.3093,2.2473093,0
0,1911.1709,2.2711709,0
0,1932.062,2.292062,0
0,1931.8469,2.2918469,0
0,2041.0015,2.4010015,0
0,1947.3291,2.3073291,0
0,1925.4531,2.2854531,0
0,1874.4832,2.2344832,0
0,1858.2222,2.2182222,0
0,1887.2751,2.2472751,0
0,1922.3625,2.2823625,0
0,1880.1687,2.2401687,0
0.077944788,1840.0549,2.2000549,0.1
0,1695.4434,2.0554434,0
0,1651.7539,2.0117539,0
0,1569.7715,1.9297715,0
0.066950956,1529.1443,1.8891443,0.1
0.135010175,1521.877,1.881877,0.2
0.326019154,1430.554,1.790554,0.5
0.194009106,1430.3843,1.7903843,0.3
0.192214512,1413.7668,1.7737668,0.3
0.25476644,1394.9983,1.7549983,0.4
0.062191907,1394.6033,1.7546033,0.1
0,1394.3333,1.7543333,0
0,1385.3357,1.7453357,0
0,1385.1008,1.7451008,0
0,1384.7258,1.7447258,0
0,1371.835,1.731835,0
0,1267.7424,1.6277424,0
0,1266.7075,1.6267075,0
0,1266.1025,1.6261025,0
0,1354.8218,1.7148218,0
0,1355.0718,1.7150718,0
0,1372.825,1.732825,0
0,1374.1099,1.7341099,0
0,1387.8057,1.7478057,0
0,1388.8606,1.7488606,0
0,1389.5605,1.7495605,0
0,1389.9053,1.7499053,0
0,1389.4954,1.7494954,0
0.2538789,1388.8604,1.7488604,0.4
0,1375.0344,1.7350344,0
0,1374.4792,1.7344792,0
0,1375.3047,1.7353047,0
0,1373.9243,1.7339243,0
0,1301.3015,1.6613015,0
0,1275.415,1.635415,0
0,1274.5852,1.6345852,0
0,1259.0789,1.6190789,0
0,1258.199,1.618199,0
0,1257.429,1.617429,0
0,1245.3926,1.6053926,0
0,1173.3806,1.5333806,0
0,1172.8257,1.5328257,0
0,1156.8132,1.5168132,0
0,1169.6252,1.5296252,0
0,1169.5901,1.5295901,0
0,1140.582,1.500582,0
0,1141.512,1.501512,0
0,1150.6462,1.5106462,0
0,1274.5405,1.6345405,0
0.057445471,1260.4487,1.6204487,0.1
0.116233395,1259.4836,1.6194836,0.2
0.118484915,1290.9385,1.6509385,0.2
0.302916096,1303.1348,1.6631348,0.5
0.227767978,1208.3442,1.5683442,0.4
0.166172519,1172.7156,1.5327156,0.3
0,1155.3142,1.5153142,0
0,1154.9846,1.5149846,0
0,1148.6687,1.5086687,0
0,1163.9912,1.5239912,0
0,1131.5125,1.4915125,0
0,1130.6875,1.4906875,0
0,1129.3125,1.4893125,0
0,1118.3103,1.4783103,0
0,1117.4854,1.4774854,0
0,1027.4504,1.3874504,0
0,1008.91943,1.36891943,0
0,963.42334,1.32342334,0
0.090742588,903.5388,1.2635388,0.2
0.137257138,905.2788,1.2652788,0.3
0.136880711,901.7988,1.2617988,0.3
0.090503557,900.20264,1.26020264,0.2
0.091518148,914.3635,1.2743635,0.2
0.145802118,984.2866,1.3442866,0.3
0.246257556,990.9177,1.3509177,0.5
0.446817914,989.53174,1.34953174,0.9
0.049093616,1024.4656,1.3844656,0.1
0,1065.729,1.425729,0
0,1100.5356,1.4605356,0
0,1113.1658,1.4731658,0
0,1120.4614,1.4804614,0
0,1131.0486,1.4910486,0
0,1145.3691,1.5053691,0
0,1176.6724,1.5366724,0
0,1243.3054,1.6033054,0
0,1246.4111,1.6064111,0
0,1246.1411,1.6061411,0
0,1245.5662,1.6055662,0
0,1175.3823,1.5353823,0
0,1170.1782,1.5301782,0
0,1155.8728,1.5158728,0
0,1155.0527,1.5150527,0
0.049903868,1047.355,1.407355,0.1
0.151019041,1032.533,1.392533,0.3
0.149053298,1014.3528,1.3743528,0.3
0.193068132,968.6284,1.3286284,0.4
0.093860766,947.062,1.307062,0.2
0.098521943,1012.13184,1.37213184,0.2
0.097423049,996.7903,1.3567903,0.2
0.433507816,949.1267,1.3091267,0.9
0.176699575,855.6255,1.2156255,0.4
0,756.8386,1.1168386,0
0,669.30835,1.02930835,0
0,580.50146,0.94050146,0
0,500.29297,0.86029297,0
0.027995947,428.83423,0.78883423,0.1
0.051860567,361.30347,0.72130347,0.2
0.023501829,302.0603,0.6620603,0.1
0,213.53532,0.57353532,0
0,149.92308,0.50992308,0
0,118.704346,0.478704346,0
0,92.287964,0.452287964,0
0,72.907425,0.432907425,0
0,57.003983,0.417003983,0
0,42.415314,0.402415314,0
0,29.121567,0.389121567,0
0.040850728,15.589535,0.375589535,0.3
0.027030903,15.589535,0.375589535,0.2
0.027030903,15.589535,0.375589535,0.2
0.013340528,15.589535,0.375589535,0.1
0.013449744,18.667175,0.378667175,0.1
0.013968791,33.294113,0.393294113,0.1
0,48.39055,0.40839055,0
0,63.132477,0.423132477,0
0,78.20204,0.43820204,0
0,57.49832,0.41749832,0
0,41.756226,0.401756226,0
0,0.7389882,0.360738988,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0.012787287,0,0.36,0.1
0.025910324,0,0.36,0.2
0,17.486923,0.377486923,0
0,45.21666,0.40521666,0
0,75.823425,0.435823425,0
0,93.37164,0.45337164,0
0,94.33034,0.45433034,0
0,94.31036,0.45431036,0
0,73.766235,0.433766235,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,29.680801,0.389680801,0
0,60.054825,0.420054825,0
0,78.22531,0.43822531,0
0,97.87067,0.45787067,0
0,118.271866,0.478271866,0
0,115.87514,0.47587514,0
0,111.37613,0.47137613,0
0,27.18422,0.38718422,0
0,39.81888,0.39981888,0
0,53.618454,0.413618454,0
0,53.618454,0.413618454,0
0,68.63307,0.42863307,0
0,68.63307,0.42863307,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,0,0.36,0
0,16.887756,0.376887756,0
0,124.38757,0.48438757,0
0,269.72363,0.62972363,0
0,592.91724,0.95291724,0
0,712.0254,1.0720254,0
0,819.7058,1.1797058,0
0,913.7158,1.2737158,0
0,964.1482,1.3241482,0
0,1062.6042,1.4226042,0
0,1016.66504,1.37666504,0
0,1017.73804,1.37773804,0
0,994.0283,1.3540283,0
0,1016.2029,1.3762029,0
0,1016.093,1.376093,0
0,1006.85034,1.36685034,0
0,931.3352,1.2913352,0
0,917.876,1.277876,0
0.089105644,880.6926,1.2406926,0.2
0.079122899,741.3994,1.1013994,0.2
0.147890051,656.8606,1.0168606,0.4
0.09740892,537.1304,0.8971304,0.3
0.120198968,465.97583,0.82597583,0.4
0.120209101,466.04565,0.82604565,0.4
0.175771403,849.21924,1.20921924,0.4
0.120905899,754.1533,1.1141533,0.3
0.122664803,770.406,1.130406,0.3
0.167621043,792.9724,1.1529724,0.4
0.171973334,823.0066,1.1830066,0.4
0.149704831,1020.3784,1.3803784,0.3
0,1086.477,1.446477,0
0,714.55396,1.07455396,0
0.170762655,814.6516,1.1746516,0.4
0.226063935,879.7388,1.2397388,0.5
0.179364747,874.0215,1.2340215,0.4
0.094989243,962.81445,1.32281445,0.2
0.175633803,848.26953,1.20826953,0.4
0.167437385,791.7051,1.1517051,0.4
0.194133132,704.0525,1.0640525,0.5
0.250025236,613.22656,0.97322656,0.7
0.294427077,527.5239,0.8875239,0.9
0.304719083,558.6826,0.9186826,0.9
0.310714186,576.8357,0.9368357,0.9
